,title,URL,Category,Goal,Total raised,Pct Original Goal,successful
437,Growing Communities at The Roundhouse,https://www.crowdfunder.co.uk/adult-gardening-at-the-roundhouse,Community,4014.2857142857147,5339,133.0,True
438,Skint | Short Film 2019,https://www.crowdfunder.co.uk/skint-short-film-2019,Community,4988.785046728972,5338,107.0,True
439,Kinawanswa Goat Farm,https://www.crowdfunder.co.uk/kinawanswa-goat-farm,Community,4976.6355140186915,5325,107.0,True
440,IVF treatment for brave cancer survivor,https://www.crowdfunder.co.uk/ivf-treatment-for-brave-cancer-survivor,Community,1750.0,5320,304.0,True
441,Kelso Skate Project,https://www.crowdfunder.co.uk/kelsoskateproject,Community,5004.7169811320755,5305,106.0,True
442,Let's Stick Together - In Memory of Ali Ellis,https://www.crowdfunder.co.uk/lets-stick-together-in-memory-of-ali-ellis,Community,5004.7169811320755,5305,106.0,True
443,Community Training Space - Health and Well-being,https://www.crowdfunder.co.uk/community-training-space-health-and-well-being,Community,5004.7169811320755,5305,106.0,True
444,Henri Le Worm Community Garden,https://www.crowdfunder.co.uk/henri-le-worm-community-garden,Community,4990.566037735849,5290,106.0,True
445,The Fibre Lounge Supporters Club,https://www.crowdfunder.co.uk/thefibrelounge,Community,4983.962264150943,5283,106.0,True
446,Child and Adolescent Mental Health Uganda,https://www.crowdfunder.co.uk/child-and-adolescent-mental-health-in-uganda,Community,1499.7159090909092,5279,352.0,True
447,A Bath for Kessie,https://www.crowdfunder.co.uk/a-bath-for-kessie,Community,4976.415094339623,5275,106.0,True
448,Jungle Books Calais Migrant Library,https://www.crowdfunder.co.uk/jungle-books-calais-migrant-library,Community,9945.283018867924,5271,53.0,False
449,Sports Hall Refurbishment and New Climbing Wall,https://www.crowdfunder.co.uk/whyp-refurb,Community,5015.238095238095,5266,105.0,True
450,SHU Rugby 2019 Nude Charity Calendar & Film,https://www.crowdfunder.co.uk/shu-rugby-2019-nude-charity-calendar-film,Community,800.1519756838907,5265,658.0,True
451,Two Doors Down,https://www.crowdfunder.co.uk/two-doors-down,Community,25028.571428571428,5256,21.0,False
452,Making Bideford the little green town!,https://www.crowdfunder.co.uk/littlegreentown,Community,4990.476190476191,5240,105.0,True
453,“Gone Surfing”,https://www.crowdfunder.co.uk/gonesurfing,Community,4990.476190476191,5240,105.0,True
454,We  want a van to carry our #vwfixfail message,https://www.crowdfunder.co.uk/we-want-a-van-to-carry-our-vwfixfail-message,Community,5023.076923076924,5224,104.0,True
455,Awareness Through Dance,https://www.crowdfunder.co.uk/awareness-through-dance,Community,5019.2307692307695,5220,104.0,True
456,Out of The Box - Adventure Play,https://www.crowdfunder.co.uk/outofthebox,Community,5009.615384615385,5210,104.0,True
457,Develop a Village,https://www.crowdfunder.co.uk/develop_a_village,Community,5000.0,5200,104.0,True
458,An Hour For Others,https://www.crowdfunder.co.uk/an-hour-for-others,Community,5000.0,5200,104.0,True
459,Fathers Reading Every Day,https://www.crowdfunder.co.uk/fred1,Community,5000.0,5200,104.0,True
460,REAP Youth Development Programme,https://www.crowdfunder.co.uk/reap-youth-development-programme,Community,7013.513513513513,5190,74.0,False
461,Paraffin,https://www.crowdfunder.co.uk/paraffin,Community,8475.409836065573,5170,61.0,False
462,Living funds for Nikki Joy and her children,https://www.crowdfunder.co.uk/living-funds-for-nikki-joy,Community,34400.0,5160,15.0,False
463,Herts & Essex Community Farm,https://www.crowdfunder.co.uk/hecommunityfarm,Community,5000.0,5150,103.0,True
464,Potteries Active Kids,https://www.crowdfunder.co.uk/potteries-active-kids,Community,999.4174757281554,5147,515.0,True
465,Lennon,https://www.crowdfunder.co.uk/lennon,Community,4997.0873786407765,5147,103.0,True
466,Fund Colne Radio to go FM,https://www.crowdfunder.co.uk/colneradio,Community,3005.8479532163747,5140,171.0,True
467,'Get Crafty',https://www.crowdfunder.co.uk/-get-crafty-,Community,6425.0,5140,80.0,False
468,Aisling's Car,https://www.crowdfunder.co.uk/aislings-car,Community,4985.436893203884,5135,103.0,True
469,Remembering David Penhaligon,https://www.crowdfunder.co.uk/david-penhaligon,Community,4975.728155339806,5125,103.0,True
470,SAVE SHAKER AAMER CAMPAIGN,https://www.crowdfunder.co.uk/save-shaker-aamer-campaign,Community,4975.728155339806,5125,103.0,True
471,Fund A Scottish Greens Election Broadcast,https://www.crowdfunder.co.uk/green-broadcast,Community,4975.728155339806,5125,103.0,True
472,Fund a hospice patient's festive lunch,https://www.crowdfunder.co.uk/srhchristmaslunches,Community,5023.529411764705,5124,102.0,True
473,Ask Amy,https://www.crowdfunder.co.uk/askamy,Community,5019.607843137255,5120,102.0,True
474,Nottingham Street Pastors,https://www.crowdfunder.co.uk/nottingham-street-pastors,Community,4995.098039215686,5095,102.0,True
475,Celebrating Leon's life,https://www.crowdfunder.co.uk/celebrating-leons-life,Community,3005.9171597633135,5080,169.0,True
476,Croydon Learning Disabilities Football For All,https://www.crowdfunder.co.uk/croydon-learning-disabilities-football-for-all-2,Community,4976.470588235295,5076,102.0,True
477,Friends of LALY18,https://www.crowdfunder.co.uk/friends-of-laly18,Community,3992.125984251968,5070,127.0,True
478,BeeCreative Studios,https://www.crowdfunder.co.uk/beecreativemcr,Community,5009.9009900990095,5060,101.0,True
479,Burning the Clocks 2018,https://www.crowdfunder.co.uk/burning-the-clocks-2018,Community,5004.950495049505,5055,101.0,True
480,Mini-Festival & Cream Tea for The Elderly,https://www.crowdfunder.co.uk/mini-festival-cream-tea-for-the-elderly,Community,5004.950495049505,5055,101.0,True
481,Help Umapad - Feed a Child in Cebu for £1 a Day,https://www.crowdfunder.co.uk/help-umapad,Community,9909.803921568628,5054,51.0,False
482,2019 Big Ramp Build,https://www.crowdfunder.co.uk/thefrontskateparkbigrampbuild,Community,5000.0,5050,101.0,True
483,broadford bridge action group,https://www.crowdfunder.co.uk/broadford-bridge10000,Community,3995.238095238095,5034,126.0,True
484,The Sidwell Street Workshop,https://www.crowdfunder.co.uk/sidwell-street-workshop,Community,4980.198019801981,5030,101.0,True
485,Photo-Food with Fotonow CIC,https://www.crowdfunder.co.uk/photofoodplymouth,Community,5020.0,5020,100.0,True
486,Elmbridge CAN Refugee Support Fund,https://www.crowdfunder.co.uk/elmbridge-can-refugee-support-fund,Community,5020.0,5020,100.0,True
487,Merlin Theatre new seating,https://www.crowdfunder.co.uk/merlin-theatre-new-seating,Community,5012.0,5012,100.0,True
488,4Elementz work programme,https://www.crowdfunder.co.uk/4elementz-work-programme,Community,5010.0,5010,100.0,True
489,OCEAN CITY PFC-Plymouth's Powerchair Football Club,https://www.crowdfunder.co.uk/ocean-city-pfc,Community,5010.0,5010,100.0,True
490,Cerys king funeral,https://www.crowdfunder.co.uk/cerys-king-funeral,Community,5010.0,5010,100.0,True
491,Result by Sketty Theatre,https://www.crowdfunder.co.uk/result,Community,5010.0,5010,100.0,True
492,Bristol Arts Centre Mural and Garden Makeover,https://www.crowdfunder.co.uk/SouthBank-Club-Facelift,Community,5005.0,5005,100.0,True
493,Nepal Build A Well Project,https://www.crowdfunder.co.uk/nepal-build-a-well-project,Community,5005.0,5005,100.0,True
494,Lone Buffalo English School in Laos,https://www.crowdfunder.co.uk/lone_buffalo_english_school_in_laos,Community,5001.0,5001,100.0,True
495,The Great Escape,https://www.crowdfunder.co.uk/the-great-escape,Community,5000.0,5000,100.0,True
496,RSWSC Clubhouse improvements,https://www.crowdfunder.co.uk/rswsc-clubhouse-improvements,Community,4504.504504504504,5000,111.0,True
497,Operation Phoenix - Replace The Bike Bus,https://www.crowdfunder.co.uk/operation-phoenix-replace-the-bike-bus,Community,5000.0,5000,100.0,True
498,NINJA MILES MEMORIAL FUND,https://www.crowdfunder.co.uk/ninja-miles-memorial-fund,Community,5000.0,5000,100.0,True
499,Young Women's Music Project,https://www.crowdfunder.co.uk/young-womens-music-project,Community,5000.0,5000,100.0,True
500,All Aboard The Ellen Gee,https://www.crowdfunder.co.uk/all-aboard-the-ellen-gee-2,Community,5000.0,5000,100.0,True
501,Ian & Koo's Wedding,https://www.crowdfunder.co.uk/ian-koos-wedding,Community,5000.0,5000,100.0,True
502,MTB 219's Final Journey,https://www.crowdfunder.co.uk/mtb-219s-final-journey,Community,5000.0,5000,100.0,True
503,Pedal on Parliament,https://www.crowdfunder.co.uk/pedal-on-parliament,Community,2994.011976047904,5000,167.0,True
504,#XXVOTE | CAMPAIGN FOR YOUNG WOMEN TO VOTE,https://www.crowdfunder.co.uk/XXVOTE-Campaign,Community,5000.0,5000,100.0,True
505,Save Benjy The Gay Bull,https://www.crowdfunder.co.uk/save-benjy-the-gay-bull,Community,5000.0,5000,100.0,True
506,Donate A Plate,https://www.crowdfunder.co.uk/donate-a-plate,Community,2494.974874371859,4965,199.0,True
507,Scotland Surfing Team - ISA World Games 2015,https://www.crowdfunder.co.uk/scotland-surfing-team-2015,Community,3005.4545454545455,4959,165.0,True
508,CRUFC Facility Development Fund,https://www.crowdfunder.co.uk/crufc-facility-development-fund,Community,3504.255319148936,4941,141.0,True
509,Baby Café Breastfeeding Support Group,https://www.crowdfunder.co.uk/babycafefrome,Community,4514.678899082569,4921,109.0,True
510,Castle Hill Project,https://www.crowdfunder.co.uk/castle-hill-project,Community,4013.1147540983607,4896,122.0,True
511,Girdoc Claudiu Funeral Pledge,https://www.crowdfunder.co.uk/girdoc-claudiu-funeral-pledge,Community,2505.1546391752577,4860,194.0,True
512,Community Build for Brechin,https://www.crowdfunder.co.uk/a-centre-for-the-east-of-brechin,Community,4490.740740740741,4850,108.0,True
513,Deep Water Well Project - Nepal,https://www.crowdfunder.co.uk/dig-deep-10-fresh-water-wells-in-nepal,Community,4000.826446280992,4841,121.0,True
514,A new trailer for Common Ground Theatre Company,https://www.crowdfunder.co.uk/a-new-trailer-for-common-ground-theatre-company,Community,4481.481481481482,4840,108.0,True
515,From Wishaw to Calais,https://www.crowdfunder.co.uk/from-wishaw-to-calais,Community,998.9648033126293,4825,483.0,True
516,Moving Assembly Project,https://www.crowdfunder.co.uk/moving-assembly-project,Community,12037.5,4815,40.0,False
517,Jollof Box - African Grab n Go & Cooking School,https://www.crowdfunder.co.uk/jollofbox,Community,47850.0,4785,10.0,False
518,Street Children In Burundi,https://www.crowdfunder.co.uk/Street-Children-In-Burundi,Community,4616.666666666666,4709,102.0,True
519,An Open-access Ceramics Studio for Birmingham,https://www.crowdfunder.co.uk/an-open-access-ceramics-studio-for-birmingham-1,Community,29425.0,4708,16.0,False
520,Stage by Stage,https://www.crowdfunder.co.uk/stage-by-stage,Community,2993.6305732484075,4700,157.0,True
521,"Help to buy a medical, adjustable bed for a friend",https://www.crowdfunder.co.uk/help-to-buy-a-medical-adjustable-bed-for-a-friend,Community,8703.703703703704,4700,54.0,False
522,Dr Philippa Whitford Campaign Fund,https://www.crowdfunder.co.uk/dr-philippa-whitford-campaign-fund,Community,2501.081081081081,4627,185.0,True
523,Fund Wansteads Christmas Tree,https://www.crowdfunder.co.uk/fund-wansteads-christmas-tree,Community,2993.506493506494,4610,154.0,True
524,Give a Girl an Education,https://www.crowdfunder.co.uk/Amber,Community,4504.901960784314,4595,102.0,True
525,Help light up Bishy Road this winter!,https://www.crowdfunder.co.uk/help-light-up-bishy-road-this-winter,Community,3982.608695652174,4580,115.0,True
526,Barnsley Main Colliery Pop-up Museum,https://www.crowdfunder.co.uk/barnsley-main-colliery-pop-up-museum,Community,4514.851485148514,4560,101.0,True
527,Friends of LALY17,https://www.crowdfunder.co.uk/friends-of-laly17,Community,3996.4912280701756,4556,114.0,True
528,Nenthead Chapel Project,https://www.crowdfunder.co.uk/nentheadchapel,Community,4015.0442477876104,4537,113.0,True
529,R.O.S.A and Darwen Tennis Club,https://www.crowdfunder.co.uk/r-o-s-a-and-darwen-tennis-club-1,Community,2000.0,4520,226.0,True
530,Hopeful Traders: Creativity Meets Social Impact,https://www.crowdfunder.co.uk/hopefultraders,Community,15050.0,4515,30.0,False
531,The Book-ish Book Bus,https://www.crowdfunder.co.uk/book-bus,Community,3991.1504424778764,4510,113.0,True
532,Help Byron return home,https://www.crowdfunder.co.uk/help-byron-return-home,Community,4510.0,4510,100.0,True
533,Cudworth Christmas Lights,https://www.crowdfunder.co.uk/cudworth-christmas-lights,Community,4500.0,4500,100.0,True
534,Alex Brain surgery Fund,https://www.crowdfunder.co.uk/alex-brain-surgery-fund-1,Community,4500.0,4500,100.0,True
535,Montol 10th anniversary appeal,https://www.crowdfunder.co.uk/montol-2016,Community,3982.3008849557523,4500,113.0,True
536,Finding Strength - a family conference,https://www.crowdfunder.co.uk/myotubulartrust,Community,4387.254901960785,4475,102.0,True
537,Pinner Village Gardens Playground Improvement,https://www.crowdfunder.co.uk/pinner-village-gardens-playground-improvement,Community,3991.0714285714284,4470,112.0,True
538,Scotland Surfing Team - EuroSurf 2015,https://www.crowdfunder.co.uk/scotland-surfing-team-eurosurf-2015,Community,4006.3063063063064,4447,111.0,True
539,Housing for Flamingos.,https://www.crowdfunder.co.uk/connecting-people-and-flamingos-in-the-borders,Community,8020.0,4411,55.0,False
540,Keep Boho Utopia Alive!,https://www.crowdfunder.co.uk/bohoutopia,Community,15189.655172413793,4405,29.0,False
541,North East Solidarity with Refugees,https://www.crowdfunder.co.uk/refugee-aid-in-calaisnorth-east-18th-sept-1,Community,500.0,4405,881.0,True
542,Dyfi Land Share,https://www.crowdfunder.co.uk/dyfi_land_share,Community,4037.6146788990823,4401,109.0,True
543,Educate a girl. Plant a seed to change the world.,https://www.crowdfunder.co.uk/the-seed-africa,Community,4190.476190476191,4400,105.0,True
544,Give 'Inner Peace' A Chance,https://www.crowdfunder.co.uk/give-inner-peace-a-chance,Community,2611.309523809524,4387,168.0,True
545,Walk For Widecombe,https://www.crowdfunder.co.uk/walk-for-widecombe,Community,4009.1743119266057,4370,109.0,True
546,Bringing pictures to life for blind people,https://www.crowdfunder.co.uk/bringing-pictures-to-life-for-blind-people,Community,2343.010752688172,4358,186.0,True
547,Bridport Mind Fest,https://www.crowdfunder.co.uk/bridport-mind-fest,Community,5968.493150684932,4357,73.0,False
548,"Spirit Horse: rewilding people, land & culture",https://www.crowdfunder.co.uk/spirit-horse-community-valley,Community,62142.857142857145,4350,7.0,False
549,In memory of Jarryd Wingfield,https://www.crowdfunder.co.uk/in-memory-of-jarryd-wingfield-1,Community,3983.4862385321103,4342,109.0,True
550,Bridport Mind Fest 2018,https://www.crowdfunder.co.uk/bridport-mind-fest-2018,Community,6983.870967741936,4330,62.0,False
551,Rugby World Cup Gloucester 2015 Commemoration,https://www.crowdfunder.co.uk/Gloucester2015,Community,36000.0,4320,12.0,False
552,Helping families discover the magic of Cannon Hall,https://www.crowdfunder.co.uk/magicalplaytrailatcannonhall,Community,3393.700787401575,4310,127.0,True
553,Helping Family of An Innocent Murdered Victim,https://www.crowdfunder.co.uk/helping-family-of-an-innocent-murdered-victim,Community,9930.232558139534,4270,43.0,False
554,Mission Llandaff Forever - Scouts vs Eviction,https://www.crowdfunder.co.uk/save-2nd-llandaff-scout-group,Community,106650.0,4266,4.0,False
555,Community Health First - Nepal,https://www.crowdfunder.co.uk/CHF-nepal,Community,2505.3254437869823,4234,169.0,True
556,A powerchair for George,https://www.crowdfunder.co.uk/a-power-chair-for-george,Community,4225.0,4225,100.0,True
557,Protect Woodburn Forest and Reservoirs today!,https://www.crowdfunder.co.uk/protect-woodburn-forest-and-reservoirs-today,Community,3981.132075471698,4220,106.0,True
558,Moorland Road Christmas Lights,https://www.crowdfunder.co.uk/moorland-road-christmas-lights-1,Community,5017.857142857143,4215,84.0,False
559,Wake Up The Whistlestop,https://www.crowdfunder.co.uk/wakeupthewhistlestop,Community,10026.190476190475,4211,42.0,False
560,Save Teesside Airport - Stop the housing,https://www.crowdfunder.co.uk/save-teesside-airport-stop-the-housing,Community,104925.0,4197,4.0,False
561,Massage & Mindfulness for Elderly Care Homes,https://www.crowdfunder.co.uk/wellbeing-carehomes,Community,3703.5398230088495,4185,113.0,True
562,Aid Convoy to Calais,https://www.crowdfunder.co.uk/aid-convoy-to-calais,Community,3007.1942446043167,4180,139.0,True
563,Help us bring Oscar home from Afghanistan,https://www.crowdfunder.co.uk/help-us-bring-oscar-home-from-afghanistan,Community,4017.307692307692,4178,104.0,True
564,Leicester University Community First Responders,https://www.crowdfunder.co.uk/leicester-university-community-first-responders-1,Community,7990.384615384616,4155,52.0,False
565,Lamproom Theatre - Celebrating Our Mining Heritage,https://www.crowdfunder.co.uk/the-lamproom-theatre-celebrating-our-heritage,Community,6014.492753623188,4150,69.0,False
566,The UP Project UK,https://www.crowdfunder.co.uk/the-up-project,Community,1550.1872659176029,4139,267.0,True
567,Forest fire support,https://www.crowdfunder.co.uk/forest-fire-victims,Community,10048.780487804877,4120,41.0,False
568,Andrew Jackson Memorial Fund,https://www.crowdfunder.co.uk/andrew-jackson,Community,3990.291262135922,4110,103.0,True
569,Taking on Trump,https://www.crowdfunder.co.uk/taking-on-trump,Community,3990.291262135922,4110,103.0,True
570,Save Bedes World Museum,https://www.crowdfunder.co.uk/save-bedes-world-museum,Community,998.7834549878345,4105,411.0,True
571,Cycling Without Age Skegness Chapter,https://www.crowdfunder.co.uk/cycling-without-age-skegness-chapter,Community,7053.448275862068,4091,58.0,False
572,Own the most empowering shopping bag in the world,https://www.crowdfunder.co.uk/own-the-most-empowering-shopping-bag-in-the-world,Community,9970.731707317073,4088,41.0,False
573,Sketchy Beats - arts café and event space.,https://www.crowdfunder.co.uk/sketchy-beats,Community,4004.9019607843134,4085,102.0,True
574,SHU Rugby 2018 Nude Charity Calendar & Film,https://www.crowdfunder.co.uk/shu-rugby-2018-nude-charity-calendar-film,Community,800.0,4080,510.0,True
575,Source FM,https://www.crowdfunder.co.uk/sourcefm,Community,3998.039215686274,4078,102.0,True
576,Sustainable Cumuruxatiba - An Integrated Community,https://www.crowdfunder.co.uk/sustainable-cumuruxatiba,Community,3990.1960784313724,4070,102.0,True
577,Freedom Community Festival 2018,https://www.crowdfunder.co.uk/freedom-community-festival-2018,Community,3990.1960784313724,4070,102.0,True
578,Covering the future,https://www.crowdfunder.co.uk/coveringthefuture,Community,3981.3725490196075,4061,102.0,True
579,Stone Puppet Festival,https://www.crowdfunder.co.uk/stone-puppet-festival,Community,4015.841584158416,4056,101.0,True
580,Heart Of The Community,https://www.crowdfunder.co.uk/heart-of-the-community,Community,3002.222222222222,4053,135.0,True
581,Cycling Without Age Hurst & Hassocks,https://www.crowdfunder.co.uk/cycling-without-age-hurst-hassocks-1,Community,6987.931034482759,4053,58.0,False
582,Move Dance Feel,https://www.crowdfunder.co.uk/move-dance-feel,Community,3960.7843137254904,4040,102.0,True
583,Upgrade Rhiannon's renewable electrical system,https://www.crowdfunder.co.uk/upgrade-rhiannon-communitys-solar-panel-system,Community,3511.304347826087,4038,115.0,True
584,Hair today - gone tomorrow,https://www.crowdfunder.co.uk/Hair-today-gone-tomorrow,Community,1500.0,4035,269.0,True
585,Fix The Floor,https://www.crowdfunder.co.uk/fix-the-floor,Community,3990.0990099009905,4030,101.0,True
586,Buying Gillies Hill,https://www.crowdfunder.co.uk/buying-gillies-hill,Community,57500.0,4025,7.0,False
587,Positive Birth Movement - Help us grow stronger,https://www.crowdfunder.co.uk/positive-birth-movement,Community,3000.0,4020,134.0,True
588,New Cross and Deptford Free Film Festival 2018,https://www.crowdfunder.co.uk/new-cross-and-deptford-free-film-festival-2018-2,Community,3980.1980198019805,4020,101.0,True
589,Support   Purbeck Youth & Community Foundation,https://www.crowdfunder.co.uk/support-pycf,Community,2996.268656716418,4015,134.0,True
590,Ground Swell CIC,https://www.crowdfunder.co.uk/ground-swell-cic,Community,4010.0,4010,100.0,True
591,Shed On Wheels Repair,https://www.crowdfunder.co.uk/shedonwheels,Community,4004.9999999999995,4005,100.0,True
592,EID4ALL,https://www.crowdfunder.co.uk/eid4all,Community,4000.0,4000,100.0,True
593,Nakiwi - The Fresh and Local Food App,https://www.crowdfunder.co.uk/nakiwi-the-fresh-and-local-food-app,Community,5970.149253731343,4000,67.0,False
594,Operation Circus,https://www.crowdfunder.co.uk/operationcircus,Community,15269.230769230768,3970,26.0,False
595,Clive Wilson’s Funeral,https://www.crowdfunder.co.uk/clive-wilsons-funeral,Community,3005.3030303030305,3967,132.0,True
596,Transgrease Rebirthing Project,https://www.crowdfunder.co.uk/transgrease-regeneration-project,Community,3500.8849557522126,3956,113.0,True
597,Lawrence Moore PWYC,https://www.crowdfunder.co.uk/lawrence-moore-pwyc,Community,500.0,3950,790.0,True
598,Christopher's House,https://www.crowdfunder.co.uk/christophers-house-2,Community,10675.675675675675,3950,37.0,False
599,Save Kinloch Castle on the Isle of Rum,https://www.crowdfunder.co.uk/save-kinloch-castle-isle-of-rum,Community,10115.384615384615,3945,39.0,False
600,THE BUS Rucksack Event 2017,https://www.crowdfunder.co.uk/httpswww-facebook-comrucksackbus,Community,4993.67088607595,3945,79.0,False
601,Sheffield Street Trees Legal Fund 2018,https://www.crowdfunder.co.uk/sheffield-street-trees-legal-fund-2018,Community,2000.507614213198,3941,197.0,True
602,Legal review of Old Post Office Development Plans,https://www.crowdfunder.co.uk/KingstonResidents,Community,3500.0,3920,112.0,True
603,Tyler's New Living Accommodation,https://www.crowdfunder.co.uk/tylers-new-living-accommodation,Community,35590.909090909096,3915,11.0,False
604,Save Our Schools UK,https://www.crowdfunder.co.uk/save-our-schools-uk-1,Community,3789.320388349515,3903,103.0,True
605,Street Trees Legal Fund 2 (Rustlings Rd),https://www.crowdfunder.co.uk/street-trees-legal-fund-2-rustlings-rd,Community,4019.5876288659797,3899,97.0,False
606,Sheffield Street Trees Legal Fund 2018 4,https://www.crowdfunder.co.uk/sheffield-street-trees-legal-fund-2018-4,Community,1998.4615384615386,3897,195.0,True
607,The Stiliyan Petrov Foundation: The Bigger Picture,https://www.crowdfunder.co.uk/the-stiliyan-petrov-foundation-the-bigger-picture,Community,97375.0,3895,4.0,False
608,"RoomMate, a real issue, a revolutionary solution",https://www.crowdfunder.co.uk/adi-access-business-start-up,Community,20421.052631578947,3880,19.0,False
609,Lynmouth Beachside Bonfire Bonanza 2018,https://www.crowdfunder.co.uk/lynmouth-beachside-bonfire-bonanza-2018,Community,2500.0,3875,155.0,True
610,Void/Evolve - Skimstone Young Artists Residency,https://www.crowdfunder.co.uk/skimstonevoidevolve,Community,3590.654205607477,3842,107.0,True
611,Northcote Road summer fete,https://www.crowdfunder.co.uk/northcote-road-summer-fete,Community,2996.09375,3835,128.0,True
612,Fishing for new Cricket nets at Menheniot-Looe CC,https://www.crowdfunder.co.uk/fishing-for-new-crcket-nets-at-menheniot-looe-cc,Community,2988.28125,3825,128.0,True
613,United Citizens,https://www.crowdfunder.co.uk/united-citizens,Community,38240.0,3824,10.0,False
614,Help SNP's Anne McLaughlin take Labour stronghold!,https://www.crowdfunder.co.uk/GNE,Community,5015.78947368421,3812,76.0,False
615,Plymouth Deaf Association - Drop-in Centre,https://www.crowdfunder.co.uk/plymouth-deaf-association-drop-in-Centre,Community,2503.2894736842104,3805,152.0,True
616,Grangetown Play Centre,https://www.crowdfunder.co.uk/grangetown-play-centre,Community,3488.073394495413,3802,109.0,True
617,Help Ex-Muslims Discover Israel,https://www.crowdfunder.co.uk/help-ex-muslims-to-discover-israel,Community,3800.0,3800,100.0,True
618,Celebrating Community Through Our Local Park,https://www.crowdfunder.co.uk/celebrating-community-through-our-local-park,Community,3486.2385321100915,3800,109.0,True
619,The Skene Street Project,https://www.crowdfunder.co.uk/the-skene-street-project,Community,29153.846153846156,3790,13.0,False
620,FM hearing system,https://www.crowdfunder.co.uk/carony-classic-wheelchair-system,Community,3747.5247524752476,3785,101.0,True
621,Immunotherapy for Roksana (Cancer Treatment),https://www.crowdfunder.co.uk/immunotherapy-for-roksana,Community,12586.666666666666,3776,30.0,False
622,Save Matthews Yard,https://www.crowdfunder.co.uk/save-matthews-yard,Community,41833.33333333333,3765,9.0,False
623,Charlton Marshall New Village Hall,https://www.crowdfunder.co.uk/charlton-marshall-new-village-hall,Community,5000.0,3750,75.0,False
624,Skye Beach Clean Boat,https://www.crowdfunder.co.uk/skyebeachcleanboat,Community,2002.139037433155,3744,187.0,True
625,"Big Screen for Ivybridge, Remembrance 2018.",https://www.crowdfunder.co.uk/big-screen-for-ivybridge-remembrance-2018,Community,3494.3925233644864,3739,107.0,True
626,"Food, Hip Hop and the Green Economy #hiphopgarden",https://www.crowdfunder.co.uk/hiphopgarden,Community,14940.0,3735,25.0,False
627,A Big Top for Let's Circus,https://www.crowdfunder.co.uk/a-big-top-for-lets-circus,Community,500.0,3715,743.0,True
628,Harry's cystic fibrosis fund,https://www.crowdfunder.co.uk/harrys-cystic-fibrosis-fund,Community,750.3042596348885,3699,493.0,True
629,Trawsfynydd and Blaenau Ffestiniog  Railway,https://www.crowdfunder.co.uk/trawsfynydd-and-blaenau-ffestiniog-railway,Community,19431.578947368424,3692,19.0,False
630,March & Rally for Independence- Glasgow,https://www.crowdfunder.co.uk/2018s-auob-marches-for-independence,Community,3310.8108108108104,3675,111.0,True
631,Wandsworth Radio builds new studio,https://www.crowdfunder.co.uk/newstudio,Community,2504.1095890410957,3656,146.0,True
632,Christopher's House,https://www.crowdfunder.co.uk/christophers-house-1,Community,7026.923076923077,3654,52.0,False
633,Foodhall's Christmas Wish List,https://www.crowdfunder.co.uk/foodhalls-christmas-wish-list,Community,12136.666666666666,3641,30.0,False
634,Fragmented,https://www.crowdfunder.co.uk/fragmentedfilm2015,Community,2506.896551724138,3635,145.0,True
635,Calais Compassion,https://www.crowdfunder.co.uk/calaiscompassion,Community,1994.475138121547,3610,181.0,True
636,BEWDLEY SAYS NO TO GLADMAN,https://www.crowdfunder.co.uk/bewdley-says-no-to-gladman,Community,10000.0,3600,36.0,False
637,Melanie Eclare's fight against Leukaemia,https://www.crowdfunder.co.uk/melanie-eclare,Community,19916.666666666664,3585,18.0,False
638,Gender Equity In Cities,https://www.crowdfunder.co.uk/gender-equity-in-cities,Community,2497.2027972027972,3571,143.0,True
639,Gavin Newlands For Paisley & Renfrewshire North,https://www.crowdfunder.co.uk/gavin-newlands-for-paisley-renfrewshire-north,Community,3500.0,3570,102.0,True
640,'SEEDS' 'IMBEWU' Community Dialogue South Africa,https://www.crowdfunder.co.uk/seeds-imbewu-community-dialogue-south-africa,Community,3500.0,3570,102.0,True
641,Dervaig pitch resurfacing project,https://www.crowdfunder.co.uk/dervaig-pitch-resurfacing-project-1,Community,5021.12676056338,3565,71.0,False
642,Eric and Jessica Huntley Blue Plaque Memorial,https://www.crowdfunder.co.uk/eric-and-jessica-huntley-blue-plaque-memorial,Community,5007.042253521126,3555,71.0,False
643,Nepal Earthquake: Fund Fikuri,https://www.crowdfunder.co.uk/nepal-earthquakefund-fikuri,Community,2017.0454545454547,3550,176.0,True
644,Keefe's rescue dog's vet bill,https://www.crowdfunder.co.uk/keefes-rescue-dogs-vet-bill,Community,3514.8514851485147,3550,101.0,True
645,Documenting the Plight of Afghan Interpreters,https://www.crowdfunder.co.uk/documenting-the-plight-of-afghan-interpreters,Community,2495.070422535211,3543,142.0,True
646,Aprili House: Centre for Georgian Crafts,https://www.crowdfunder.co.uk/aprili-house,Community,10114.285714285714,3540,35.0,False
647,Roxeth Community Church Toddlers,https://www.crowdfunder.co.uk/roxeth-toddlers,Community,902.8132992327367,3530,391.0,True
648,The Lost Words for every Sheffield Primary School,https://www.crowdfunder.co.uk/the-lost-words-for-every-sheffield-primary-school-1,Community,3200.0,3520,110.0,True
649,Epsom Common Day 2018,https://www.crowdfunder.co.uk/epsomcommonday2018,Community,3485.1485148514853,3520,101.0,True
650,The Crooked Thicket Creation Space,https://www.crowdfunder.co.uk/thecrookedthicketcreationspace,Community,2507.1428571428573,3510,140.0,True
